,BIN,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_CATEGORY,VIOLATION_TYPE
1873098,1036084.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1874530,1081164.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1875892,4299269.0,19881114,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1875956,1036473.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1876609,1018044.0,19900710,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1876708,5019636.0,19890410,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1877219,1035711.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1877868,1001042.0,19871026,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1878675,4300993.0,19881121,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1880130,1001670.0,19890707,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1880511,5106892.0,19900119,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1882593,1024706.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1883288,5107626.0,19890420,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1883304,4436898.0,19880824,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1885585,1008240.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1885626,1036060.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1886840,4437104.0,19891127,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1887423,3338885.0,19900124,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1889549,3055112.0,19900129,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1890706,1017598.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1890793,1035759.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1893100,1088817.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1893628,1044182.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1893903,3076033.0,19881102,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1894101,1803553.0,19890818,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1895550,1036061.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1896058,1078988.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1896416,1081135.0,19940927,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1896635,1001838.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1896708,1081154.0,19840305,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1896977,1000842.0,19901221,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1897357,3014856.0,19880929,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1897697,3124704.0,19880721,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1897777,1081661.0,19900425,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1898046,4298759.0,19891030,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1898683,1079843.0,19881005,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1899373,1080785.0,19921201,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1899585,1035473.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1901210,1036460.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1902530,1001649.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1902729,3327711.0,19901001,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1903627,4439898.0,19880919,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1904873,3331744.0,19890818,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1905442,1000819.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1906494,1090883.0,19880711,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1908449,3326900.0,19890824,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1910883,1001009.0,19890323,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1912292,4005022.0,19920612,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1913282,1090180.0,19890221,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1914646,1033742.0,19881208,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1915314,1001412.0,19890323,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1915688,1000045.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1916080,1001097.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1916482,5066680.0,19890412,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1916844,1016881.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1917811,3031082.0,19881017,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1918419,1001005.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1920971,1017595.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1921831,1001266.0,19840223,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1922601,1045290.0,19801015,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1926590,4188646.0,19930225,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1926591,1014421.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1928549,1000016.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1929699,1000865.0,19890331,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1933246,1035330.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1933417,1080440.0,19871001,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1933901,1038896.0,19840206,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1934128,1035428.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1936431,1015686.0,19930311,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1937734,3034179.0,19880721,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1938362,1035375.0,19890331,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1940907,1036456.0,19890301,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1941302,3038370.0,19890810,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1941931,1000817.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1942060,4833509.0,19900122,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1942642,3346011.0,19890817,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1942979,1000871.0,19890331,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1942983,1032440.0,19890608,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1943447,1083888.0,19891017,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1943876,1019491.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1946749,1080824.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1946865,1017229.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1947316,1036079.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1947879,1015192.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1948232,1035385.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1950532,3000263.0,19890509,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1951524,1082166.0,19891204,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1952501,3332011.0,19950406,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1953800,1035070.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1953888,1040763.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1954576,1090825.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1955007,1017231.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1957475,3328291.0,19890613,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1957926,4837920.0,19890925,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1958082,1041900.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1958640,1010640.0,19890609,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1960270,1000846.0,19901221,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1960365,1078952.0,19890726,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1961501,1081164.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1962031,3229467.0,19881020,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1962033,3002555.0,19920617,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1963357,1078315.0,19871001,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1964497,2009911.0,19920308,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1965937,4440329.0,19891016,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1967596,1080953.0,19881109,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1967735,1089910.0,19891211,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1969823,3098472.0,19881031,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1969968,1083929.0,19890413,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1971640,2102025.0,19900124,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1973617,1008716.0,19891030,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1974147,3003211.0,19890901,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1974568,1077219.0,19901221,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1976539,1080444.0,19871001,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1976749,1080673.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1977593,1018475.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
1977766,1036465.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1981668,1041901.0,19900110,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1981985,1001399.0,19890323,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1982048,3196710.0,19890824,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1982075,1001097.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1982305,1090180.0,19960221,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1983406,3329154.0,19890626,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1984561,1035455.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1986134,3348075.0,19900125,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1989405,1015900.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1990561,1035732.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
1992034,4438669.0,19891211,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1997220,3058410.0,19880802,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1998381,5037012.0,19890414,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
1999768,1010699.0,19871001,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2002578,1082757.0,19800708,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2003745,1080824.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2004895,4212930.0,19880818,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2005832,3002548.0,19891212,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2006751,1014415.0,19910425,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2008137,3002557.0,19890509,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2008745,1001670.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2010491,1035780.0,19921029,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2013918,1017589.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2016131,1006952.0,19930310,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2016360,1034212.0,19891212,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2016755,1024878.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2016819,2000851.0,19930308,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2017980,3337205.0,19930601,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2018241,5002694.0,19900425,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2019481,1035471.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2019830,1052058.0,19930310,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2020522,1084465.0,19891204,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2020739,3328479.0,19881026,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2020780,1016966.0,19890331,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2021842,1009134.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2021873,1001269.0,19920921,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2022162,1087075.0,19900110,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2022831,3048341.0,19900927,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2024320,1037545.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2024463,4031446.0,19880824,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2024756,1038896.0,19801113,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2025906,1007038.0,19930917,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2026422,1003010.0,19871001,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2027335,3345503.0,19890828,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2028692,1088433.0,19890522,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2029459,5107789.0,19890420,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2031412,1035347.0,19811116,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2034235,1001410.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2035698,3002007.0,19930302,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2036545,2085164.0,19910306,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2036862,2102025.0,19900124,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2036924,3334959.0,19900125,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2038666,1015200.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2041344,1015254.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2041914,4151322.0,19891016,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2043291,1020600.0,19890818,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2043685,3221961.0,19890706,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2044620,1001289.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2044727,1036459.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2045047,1010640.0,19890609,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2046155,4133917.0,19871026,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2047496,1015478.0,19891031,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2047649,3123973.0,19880816,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2048029,1035441.0,19930201,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2048454,1087537.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2050157,1034512.0,19811109,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2050619,1004406.0,19930311,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2053222,4437218.0,19900108,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2059212,1048510.0,19890406,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2061078,1035421.0,19921029,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2063456,5034466.0,19890517,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2064973,1077587.0,19871026,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2065015,1018123.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2065372,3063338.0,19881025,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2066055,4439523.0,19880912,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2067174,1087267.0,19871216,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2067658,1055718.0,19890130,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
2068022,1035394.0,19890130,LL5,V-DOB VIOLATION - ACTIVE,LL5-LOCAL LAW 5/73                                                  NONE
2068189,2086851.0,19950423,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2069419,4248623.0,19890124,LL16,V-DOB VIOLATION - ACTIVE,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2070251,4261207.0,19891030,LL16,V*-DOB VIOLATION - DISMISSED,LL16-LOCAL LAW 16/84 - ELEVATOR                                      ELEVATOROPTIONAL
2071584,1086256.0,19890707,LL5,V*-DOB VIOLATION - DISMISSED,LL5-LOCAL LAW 5/73                                                  NONE
